Name,Age,Salary,Purchased
Vihaan,53.0,112508,0
Ishita,56.0,144803,1
Pooja,37.0,85100,1
Sneha,39.742222222222225,136854,0
Aditya,57.0,68286,1
Sanjay,41.0,44198,1
Rohan,41.0,118105,1
Krishna,33.0,126570,0
Vikram,52.0,35916,0
Sai,39.742222222222225,38843,0
Ishita,39.742222222222225,103587,0
Neha,53.0,104905,1
Vikram,21.0,50470,0
Ishita,52.0,67944,0
Vihaan,43.0,28596,1
Vivaan,39.742222222222225,26252,1
Arjun,19.0,87292,1
Aditi,21.0,143324,1
Krishna,45.0,98477,1
Aditya,31.0,122203,1
Raj,29.0,92067,1
Aisha,32.0,77736,1
Aarav,22.0,130113,1
Pooja,54.0,48959,0
Priya,41.0,106264,0
Rohan,45.0,46447,1
Sanjay,26.0,96726,1
Ishita,21.0,26062,1
Vikram,39.742222222222225,127795,0
Ananya,60.0,67318,0
Aditya,40.0,26015,1
Aisha,39.742222222222225,45384,1
Priya,19.0,66555,0
Raj,58.0,113464,1
Raj,50.0,130977,1
Nisha,18.0,118396,1
Sneha,53.0,78330,1
Nisha,49.0,139049,0
Vihaan,39.742222222222225,144156,1
Krishna,52.0,66240,1
Rohan,55.0,61187,1
Rahul,20.0,106818,0
Aditya,26.0,122239,1
Meera,50.0,25384,0
Krishna,45.0,98963,1
Meera,39.742222222222225,128333,1
Aditya,30.0,55355,0
Sanjay,45.0,139821,1
Sai,31.0,44963,1
Riya,45.0,51432,0
Ishita,59.0,31254,1
Amit,25.0,87856,1
Rahul,50.0,143033,1
Vihaan,57.0,31949,1
Raj,46.0,60547,1
Karan,39.742222222222225,63518,0
Nisha,43.0,119246,0
Aditi,53.0,106449,1
Rahul,39.742222222222225,39397,1
Nisha,39.742222222222225,115469,1
Aditi,57.0,114930,0
Sneha,40.0,26324,1
Rahul,35.0,48574,1
Sneha,39.742222222222225,77329,1
Rohan,40.0,107558,1
Aditya,25.0,116792,0
